path,energi0,homogenitas0,entropy0,contras0,dissimilarity0,ASM0,correlation0,energi45,homogenitas45,entropy45,contras45,dissimilarity45,ASM45,correlation45,energi90,homogenitas90,entropy90,contras90,dissimilarity90,ASM90,correlation90,energi135,homogenitas135,entropy135,contras135,dissimilarity135,ASM135,correlation135,labels
001.jpg,0.00019431485554440207,0.17021121339506864,12.963167661601398,672115752.9999236,5334252.999999471,0.00019431485554440207,0.9426361284946809,0.00014139308708891208,0.1281916981857994,13.400206175184167,672115752.999991,5334252.99999944,0.00014139308708891208,0.8977643689159625,0.00017940648127890926,0.15668587691771443,13.048256429571364,672115752.9999241,5334252.999999365,0.00017940648127890926,0.9416053988812734,0.00014520452170301256,0.1265077190008111,13.294618477423434,672115753.0000038,5334252.999999442,0.00014520452170301256,0.9214986185319408,WHIMBREL
002.jpg,0.00031584585959691495,0.16402558195053804,12.500037925902902,516998121.0000028,4381340.999999778,0.00031584585959691495,0.9245782055970271,0.00026334575540546567,0.13468035466336437,12.808420436744617,516998121.00001776,4381341.000000057,0.00026334575540546567,0.8798958238340918,0.00037877059685623984,0.18589630332426585,12.376528751075968,516998120.9999268,4381340.999999356,0.00037877059685623984,0.9195638078689943,0.00025899605000338983,0.13202748518726132,12.858686161455184,516998121.0000075,4381341.000001067,0.00025899605000338983,0.8648441684280941,WHIMBREL
003.jpg,0.005177787210106417,0.405098859037596,9.557776614466482,288641640.999976,2829820.9999997546,0.005177787210106417,0.9725768442187787,0.0035671370530025075,0.31318344776313223,10.16029001523022,288641641.0000129,2829820.9999998757,0.0035671370530025075,0.9435823701707182,0.004099774609053049,0.34581536444899846,9.977336347137628,288641640.99997634,2829820.9999997453,0.004099774609053049,0.9616274980012182,0.003337593884888026,0.29745331642242634,10.219217349561779,288641641.0000525,2829820.9999995492,0.003337593884888026,0.9429819123308691,WHIMBREL
004.jpg,0.012162195881959286,0.5399573839203806,9.037738136640133,715816960.9999645,5592321.000000227,0.012162195881959286,0.9504745103841107,0.009945835522620825,0.4892354311900509,9.299666250049006,715816961.000051,5592321.000000583,0.009945835522620825,0.9182043045162112,0.013393616652676193,0.5574479895817142,8.958727538560524,715816960.9999363,5592321.00000077,0.013393616652676193,0.9504079607670984,0.009960489576135677,0.487698397639981,9.309575395250967,715816960.9997979,5592320.999999141,0.009960489576135677,0.9203435412976614,WHIMBREL
005.jpg,0.0005281572276012906,0.2690888573025931,12.33228174893317,620339513.0000744,5022992.999999662,0.0005281572276012906,0.9458707387431834,0.0002948665493502081,0.1696094212555934,12.944649892032789,620339513.0000542,5022993.000000138,0.0002948665493502081,0.8974103953320023,0.00034118846908891634,0.19166350240152585,12.704259897668274,620339513.0001007,5022993.000000465,0.00034118846908891634,0.9301297706150792,0.0002992325137638199,0.17089126523292938,12.88727060718003,620339513.0001028,5022992.999999511,0.0002992325137638199,0.9074536698217698,WHIMBREL
006.jpg,0.0007365842084415642,0.237317877401186,12.061314916823111,715816960.9998968,5592320.999999876,0.0007365842084415642,0.9312136683512502,0.00039239890712799655,0.14157370065875133,12.782596305798394,715816960.9998364,5592321.000000264,0.00039239890712799655,0.862422261519452,0.000445745647583017,0.16130820488271708,12.528187915027962,715816960.9997721,5592321.000000719,0.000445745647583017,0.9172407241641223,0.000386008497402205,0.14098808139460195,12.727184954530088,715816960.9998764,5592320.999999141,0.000386008497402205,0.8879121436167401,WHIMBREL
007.jpg,0.005029391898555622,0.48973723339981945,10.033963797824496,508290900.9999303,4325881.000000886,0.005029391898555622,0.9784534847057489,0.003308083082297682,0.3808327382777842,10.583846098139238,508290901.0000792,4325881.000000786,0.003308083082297682,0.9653173675974707,0.004010118846706186,0.4254438465726673,10.326401238203864,508290900.99996245,4325881.000000313,0.004010118846706186,0.9770715868888741,0.003323922686242153,0.38029017174630136,10.60881185477454,508290901.0000957,4325880.999998845,0.003323922686242153,0.9601785730652568,WHIMBREL
008.jpg,0.0008565061906388425,0.32274731865460765,11.724216991888417,715816960.9998677,5592321.000000037,0.0008565061906388425,0.9569125017874182,0.0004335818524965598,0.1851279717332633,12.680052363647336,715816960.999964,5592320.999999912,0.0004335818524965598,0.9107857925368631,0.0004819508491570821,0.20307482977315028,12.543252935904373,715816960.9998989,5592321.000000772,0.0004819508491570821,0.9326683489129127,0.0004344029723722838,0.1861998335919505,12.692598505876793,715816960.9999473,5592321.000001157,0.0004344029723722838,0.9077362574271757,WHIMBREL
009.jpg,0.00511251352728941,0.4718988291173302,10.236773805973629,715816960.999877,5592320.99999975,0.00511251352728941,0.970436567364433,0.0032068905580253364,0.3628939401373483,10.76903711405018,715816961.000056,5592320.9999998715,0.0032068905580253364,0.9443498681665132,0.003930744906855027,0.4138070726018465,10.425512538552898,715816961.0000951,5592321.000000729,0.003930744906855027,0.9691954938020739,0.0034111185734302927,0.3804720541334144,10.64777553510639,715816961.0000452,5592321.000000137,0.0034111185734302927,0.9569478718699399,WHIMBREL
010.jpg,0.0015163805198978818,0.3831429268753284,11.143389882897594,581120892.9999077,4782888.999998831,0.0015163805198978818,0.8799267370619679,0.001257693977569625,0.33944203072373075,11.372068895177236,581120892.9999988,4782888.999999519,0.001257693977569625,0.8340779110836709,0.001844352697376645,0.42907357509524435,10.923668900658202,581120892.9999206,4782889.000000782,0.001844352697376645,0.8850694765184638,0.0012689752965844778,0.3405570068335767,11.395294074960287,581120893.0000017,4782888.999999401,0.0012689752965844778,0.7915683956351762,WHIMBREL
